Year,Country,Life_Expectancy,Region,Income_Group,Alcohol,BMI,HIV_AIDS,Measles,Schooling,Healthcare_Expenditure
2014,Tonga,73.3,East Asia & Pacific,Upper middle income,0.01,74.8,0.1,0,14.3,565.9672173
2013,Tonga,73.2,East Asia & Pacific,Upper middle income,0.01,74.3,0.1,0,14.3,584.9449886
2000,Tonga,71.6,East Asia & Pacific,Upper middle income,1.24,65.5,0.1,0,13.7,40.49128897
2003,Tonga,72,East Asia & Pacific,Upper middle income,1.79,67.8,0.1,0,13.7,45.85105771
2002,Tonga,71.9,East Asia & Pacific,Upper middle income,1.51,67,0.1,0,13.5,310.8203382
2001,Tonga,71.8,East Asia & Pacific,Upper middle income,1.35,66.2,0.1,4,13.2,330.1007394
2013,TrinidadandTobago,71,Latin America & Caribbean,High income,6.71,45,0.3,0,12.7,167.2657906
2014,TrinidadandTobago,71.1,Latin America & Caribbean,High income,6.94,46,0.3,0,12.7,1578.872339
2011,TrinidadandTobago,76,Latin America & Caribbean,High income,6.5,43,0.4,0,12.6,144.9850711
2012,TrinidadandTobago,78,Latin America & Caribbean,High income,6.7,44,0.4,0,12.6,1486.236406
2009,TrinidadandTobago,71,Latin America & Caribbean,High income,6.37,41.1,0.2,0,12.5,128.0896289
2010,TrinidadandTobago,74,Latin America & Caribbean,High income,6.5,42,0.4,0,12.5,1389.772683
2007,TrinidadandTobago,69.7,Latin America & Caribbean,High income,6.37,39.3,0.7,0,12.4,136.8836683
2008,TrinidadandTobago,69.9,Latin America & Caribbean,High income,6.41,4.2,0.3,0,12.4,1902.693048
2005,TrinidadandTobago,69.5,Latin America & Caribbean,High income,6.12,37.6,0.5,0,12.3,1187.949491
2006,TrinidadandTobago,69.6,Latin America & Caribbean,High income,6.35,38.4,0.6,0,12.3,103.3710689
2004,TrinidadandTobago,69.4,Latin America & Caribbean,High income,5.82,36.8,1,0,12.2,11.85100131
2003,TrinidadandTobago,69.3,Latin America & Caribbean,High income,5.53,36,0.5,0,12,78.72216127
2002,TrinidadandTobago,69.2,Latin America & Caribbean,High income,5.12,35.2,2,0,11.9,72.03911741
2001,TrinidadandTobago,69.1,Latin America & Caribbean,High income,4.55,34.4,1.2,0,11.8,516.7112481
2000,TrinidadandTobago,69.1,Latin America & Caribbean,High income,4.68,33.6,0.9,0,11.7,43.59522964
2013,Tunisia,74.9,Middle East & North Africa,Lower middle income,1.29,59.3,0.1,16,14.7,594.6453102
2014,Tunisia,75.1,Middle East & North Africa,Lower middle income,1.39,6.2,0.1,15,14.7,604.8701316
2012,Tunisia,74.9,Middle East & North Africa,Lower middle income,1.3,58.3,0.1,48,14.6,585.8776761
2011,Tunisia,74.8,Middle East & North Africa,Lower middle income,1.29,57.4,0.1,11,14.5,623.2120325
2010,Tunisia,74.8,Middle East & North Africa,Lower middle income,1.28,56.5,0.1,1,14.4,64.85616718
2009,Tunisia,74.7,Middle East & North Africa,Lower middle income,1.4,55.6,0.1,1,14.4,585.6307861
2007,Tunisia,74.6,Middle East & North Africa,Lower middle income,1.24,53.9,0.1,4,14.3,469.6282925
2008,Tunisia,74.7,Middle East & North Africa,Lower middle income,1.37,54.7,0.1,2,14.3,53.08451654
2006,Tunisia,74.4,Middle East & North Africa,Lower middle income,1.46,53.1,0.1,3,14.2,420.1153538
2005,Tunisia,74.2,Middle East & North Africa,Lower middle income,1.37,52.2,0.1,15,13.9,379.5139945
2004,Tunisia,74,Middle East & North Africa,Lower middle income,1.36,51.4,0.1,1,13.6,379.7659054
2003,Tunisia,73.7,Middle East & North Africa,Lower middle income,1.34,5.6,0.1,22,13.5,321.7694175
2002,Tunisia,73.5,Middle East & North Africa,Lower middle income,1.17,49.7,0.1,98,13.3,262.8184944
2001,Tunisia,73.2,Middle East & North Africa,Lower middle income,1.19,48.9,0.1,231,13.1,257.2878697
2000,Tunisia,72.9,Middle East & North Africa,Lower middle income,1.21,48.1,0.1,47,12.8,264.7842196
2014,Turkey,75.5,Europe & Central Asia,Upper middle income,1.45,65.3,0.1,565,14.5,181.9083783
2013,Turkey,75.2,Europe & Central Asia,Upper middle income,1.41,64.5,0.1,7405,14.4,188.1440348
2012,Turkey,74.8,Europe & Central Asia,Upper middle income,1.54,63.7,0.1,349,14.3,20.75120211
2011,Turkey,74.5,Europe & Central Asia,Upper middle income,1.53,62.8,0.1,111,13.8,1275.877569
2010,Turkey,74.2,Europe & Central Asia,Upper middle income,1.49,61.9,0.1,7,13,32.78235828
2008,Turkey,73.5,Europe & Central Asia,Upper middle income,1.39,6.2,0.1,0,12.5,22.67271848
2009,Turkey,73.9,Europe & Central Asia,Upper middle income,1.4,61.1,0.1,4,12.5,106.9482898
2007,Turkey,73.2,Europe & Central Asia,Upper middle income,1.26,59.3,0.1,3,12.3,115.5801103
2004,Turkey,72,Europe & Central Asia,Upper middle income,1.35,56.8,0.1,8927,12,1.132766775
2006,Turkey,72.8,Europe & Central Asia,Upper middle income,1.29,58.5,0.1,34,11.9,103.523776
2005,Turkey,72.4,Europe & Central Asia,Upper middle income,1.29,57.6,0.1,6200,11.9,832.9552058
2003,Turkey,71.6,Europe & Central Asia,Upper middle income,1.42,55.9,0.1,5844,11.9,459.1113061
2002,Turkey,71.2,Europe & Central Asia,Upper middle income,1.47,55.1,0.1,7823,11.5,35.55729
2001,Turkey,78,Europe & Central Asia,Upper middle income,1.49,54.3,0.1,30509,11.1,256.4341746
2000,Turkey,74,Europe & Central Asia,Upper middle income,1.54,53.5,0.1,16244,10.7,421.2956602
2014,Turkmenistan,66,Europe & Central Asia,Upper middle income,2.9,47.7,0.1,0,10.8,691.1333535
2012,Turkmenistan,65.6,Europe & Central Asia,Upper middle income,2.75,45.9,0.1,0,10.7,579.4128244
2013,Turkmenistan,65.4,Europe & Central Asia,Upper middle income,2.93,46.7,0.1,0,10.7,63.7481117
2010,Turkmenistan,65.8,Europe & Central Asia,Upper middle income,2.48,44.2,0.1,0,10.6,385.325164
2011,Turkmenistan,65.6,Europe & Central Asia,Upper middle income,2.55,45,0.1,0,10.6,490.4181326
2009,Turkmenistan,65.6,Europe & Central Asia,Upper middle income,2.35,43.4,0.1,0,10.5,37.88466056
2008,Turkmenistan,64.5,Europe & Central Asia,Upper middle income,2.4,42.7,0.1,0,10.5,34.23979419
2007,Turkmenistan,64.1,Europe & Central Asia,Upper middle income,2.58,42,0.1,59,10.4,0.358651421
2006,Turkmenistan,63.7,Europe & Central Asia,Upper middle income,2.71,41.3,0.1,48,10.4,29.27235366
2005,Turkmenistan,63.3,Europe & Central Asia,Upper middle income,2.85,4.7,0.1,0,10.3,2.19888585
2004,Turkmenistan,63.5,Europe & Central Asia,Upper middle income,2.86,4,0.1,1,10.3,186.1013972
2003,Turkmenistan,63.4,Europe & Central Asia,Upper middle income,2.88,39.4,0.1,1,10.3,179.6156482
2002,Turkmenistan,63.3,Europe & Central Asia,Upper middle income,2.33,38.7,0.1,11,10.2,130.3784829
2001,Turkmenistan,64,Europe & Central Asia,Upper middle income,2.35,38.1,0.1,9,10.2,106.180706
2000,Turkmenistan,63.8,Europe & Central Asia,Upper middle income,2.9,37.5,0.1,113,0,88.2436347
2004,Uganda,51.3,Sub-Saharan Africa,Low income,9.89,14.2,8.9,141,11.6,36.60609252
2003,Uganda,51,Sub-Saharan Africa,Low income,10.16,13.9,9.4,29429,11.5,4.426792406
2002,Uganda,48.8,Sub-Saharan Africa,Low income,10.42,13.6,10,49871,11,2.690897842
2010,Uganda,58.4,Sub-Saharan Africa,Low income,10.03,16.3,8,1313,10.9,116.202964
2005,Uganda,53.2,Sub-Saharan Africa,Low income,10.09,14.5,8.7,22,10.9,44.52614001
2009,Uganda,57.5,Sub-Saharan Africa,Low income,9.63,15.9,8.1,1601,10.8,87.04534954
2001,Uganda,47.7,Sub-Saharan Africa,Low income,10.57,13.3,10.8,48543,10.8,26.97625217
2011,Uganda,59.3,Sub-Saharan Africa,Low income,10.22,16.7,6.8,3312,10.7,94.49686776
2008,Uganda,56.3,Sub-Saharan Africa,Low income,9.79,15.6,8.2,1319,10.6,72.85023656
2006,Uganda,54.9,Sub-Saharan Africa,Low income,9.81,14.8,8.6,5736,10.6,50.83901418
2007,Uganda,55.5,Sub-Saharan Africa,Low income,9.65,15.2,8.4,3776,10.3,6.002527685
2014,Uganda,61.5,Sub-Saharan Africa,Low income,0.01,18.1,3.2,314,10,14.16770158
2013,Uganda,67,Sub-Saharan Africa,Low income,0.01,17.6,4,7878,10,90.76144414
2012,Uganda,60,Sub-Saharan Africa,Low income,0.01,17.2,4.6,2027,10,92.88697859
2000,Uganda,46.6,Sub-Saharan Africa,Low income,10.47,13,11.6,42554,9.8,22.59447461
2014,Ukraine,78,Europe & Central Asia,Lower middle income,8.06,6.7,0.2,0,15.2,5.663849328
2013,Ukraine,71,Europe & Central Asia,Lower middle income,8.44,6.1,0.2,0,15.2,52.42529588
2012,Ukraine,77,Europe & Central Asia,Lower middle income,8.44,59.6,0.2,12746,15.1,453.7830847
2010,Ukraine,69.8,Europe & Central Asia,Lower middle income,8.39,58.5,0.2,39,14.9,375.6835376
2011,Ukraine,75,Europe & Central Asia,Lower middle income,8.48,59,0.2,1333,14.9,415.1627705
2009,Ukraine,69.2,Europe & Central Asia,Lower middle income,8.71,58,0.3,0,14.9,324.5491348
2008,Ukraine,67.7,Europe & Central Asia,Lower middle income,9.46,57.6,0.4,48,14.9,456.4586664
2007,Ukraine,67.5,Europe & Central Asia,Lower middle income,8.86,57.2,0.7,1005,14.8,46.19685449
2006,Ukraine,67.7,Europe & Central Asia,Lower middle income,7.99,56.8,0.8,42724,14.7,29.38172706
2004,Ukraine,67.4,Europe & Central Asia,Lower middle income,6.79,56.1,1,146,14.6,180.3537859
2005,Ukraine,67,Europe & Central Asia,Lower middle income,7.31,56.4,0.9,2392,14.5,217.4345257
2003,Ukraine,67.6,Europe & Central Asia,Lower middle income,5.92,55.7,0.9,411,14.3,21.22386354
2002,Ukraine,67.6,Europe & Central Asia,Lower middle income,4.89,55.4,0.9,7587,13.9,115.738974
2000,Ukraine,67.5,Europe & Central Asia,Lower middle income,4.49,54.8,0.7,817,13.3,7.883791474
2001,Ukraine,67.7,Europe & Central Asia,Lower middle income,4.31,55.1,0.8,16970,13.2,8.897421459
2010,UnitedArabEmirates,76.2,Middle East & North Africa,High income,1.69,55.8,0.1,87,13.3,308.0660742
2011,UnitedArabEmirates,76.3,Middle East & North Africa,High income,1.73,57.1,0.1,0,13.3,387.774991
2012,UnitedArabEmirates,76.5,Middle East & North Africa,High income,1.75,58.6,0.1,132,13.3,3663.764502
2013,UnitedArabEmirates,76.7,Middle East & North Africa,High income,1.82,6.5,0.1,0,13.3,377.2009132
2014,UnitedArabEmirates,76.9,Middle East & North Africa,High income,1.91,62.4,0.1,344,13.3,3862.68271
2009,UnitedArabEmirates,76,Middle East & North Africa,High income,1.73,55.1,0.1,0,13.2,292.4022672
2008,UnitedArabEmirates,75.8,Middle East & North Africa,High income,1.86,54.8,0.1,55,13.1,4003.908598
2007,UnitedArabEmirates,75.6,Middle East & North Africa,High income,1.69,55.1,0.1,0,12.9,3759.457226
2006,UnitedArabEmirates,75.4,Middle East & North Africa,High income,1.74,55.8,0.1,0,12.8,3749.941617
2005,UnitedArabEmirates,75.3,Middle East & North Africa,High income,1.79,56.6,0.1,29,12.6,3427.320332
2004,UnitedArabEmirates,75.1,Middle East & North Africa,High income,1.77,57,0.1,22,12.4,2972.448675
2003,UnitedArabEmirates,74.9,Middle East & North Africa,High income,1.74,56.8,0.1,42,12.3,277.1818332
2002,UnitedArabEmirates,74.7,Middle East & North Africa,High income,1.72,56,0.1,53,12.1,2598.842827
2001,UnitedArabEmirates,74.5,Middle East & North Africa,High income,1.67,55,0.1,30,12,243.7539129
2000,UnitedArabEmirates,74.2,Middle East & North Africa,High income,1.64,54.1,0.1,69,11.8,262.9589578
2008,Uruguay,76.4,Latin America & Caribbean,High income,6.76,6.1,0.1,0,15.7,24.73142261
2010,Uruguay,76.3,Latin America & Caribbean,High income,6.21,61.2,0.1,0,15.6,2331.532804
2004,Uruguay,75.4,Latin America & Caribbean,High income,5.66,57.7,0.1,0,15.5,882.356362
2012,Uruguay,76.5,Latin America & Caribbean,High income,5.77,62.3,0.1,0,15.5,339.7190493
2013,Uruguay,76.8,Latin America & Caribbean,High income,5.82,62.9,0.1,0,15.5,482.8039445
2011,Uruguay,77,Latin America & Caribbean,High income,5.97,61.8,0.1,0,15.5,417.9117441
2014,Uruguay,76.8,Latin America & Caribbean,High income,6.03,63.4,0.1,0,15.5,463.6397821
2005,Uruguay,75.7,Latin America & Caribbean,High income,6.35,58.3,0.1,0,15.5,152.5448405
2009,Uruguay,76.6,Latin America & Caribbean,High income,6.67,6.7,0.1,0,15.5,1871.736563
2007,Uruguay,75.4,Latin America & Caribbean,High income,6.67,59.5,0.1,0,15.3,14.47305874
2006,Uruguay,76.2,Latin America & Caribbean,High income,6.58,58.9,0.1,0,15.2,1712.225506
2003,Uruguay,75.4,Latin America & Caribbean,High income,5.11,57,0.1,0,15,160.8400141
2002,Uruguay,75.4,Latin America & Caribbean,High income,5.86,56.3,0.1,0,14.7,27.46880965
2001,Uruguay,75.2,Latin America & Caribbean,High income,6.48,55.7,0.1,0,14.2,421.4804282
2000,Uruguay,75.1,Latin America & Caribbean,High income,6.65,55,0.1,0,14,645.9583816
2014,Uzbekistan,69.2,Europe & Central Asia,Lower middle income,0.01,43.9,0.1,8,12.1,0.442802404
2013,Uzbekistan,69.1,Europe & Central Asia,Lower middle income,0.01,43,0.1,0,12,19.1624696
2012,Uzbekistan,68.8,Europe & Central Asia,Lower middle income,0.01,42.2,0.1,0,12,16.71406295
2011,Uzbekistan,68.5,Europe & Central Asia,Lower middle income,2.83,41.4,0.1,476,12,140.6905284
2008,Uzbekistan,67.9,Europe & Central Asia,Lower middle income,2.36,39.3,0.3,2,11.9,13.89021225
2010,Uzbekistan,68.3,Europe & Central Asia,Lower middle income,2.73,4.7,0.2,117,11.9,119.4571154
2006,Uzbekistan,67.6,Europe & Central Asia,Lower middle income,1.96,38.1,0.4,823,11.8,77.27092119
2007,Uzbekistan,67.8,Europe & Central Asia,Lower middle income,2.15,38.7,0.3,863,11.8,9.290983645
2009,Uzbekistan,68,Europe & Central Asia,Lower middle income,2.56,4,0.2,0,11.8,92.81479759
2005,Uzbekistan,67.3,Europe & Central Asia,Lower middle income,1.78,37.5,0.3,737,11.7,40.13342094
2004,Uzbekistan,67.8,Europe & Central Asia,Lower middle income,1.59,37,0.3,75,11.6,34.41887163
2003,Uzbekistan,67.2,Europe & Central Asia,Lower middle income,1.54,36.4,0.3,85,11.3,28.52135777
2002,Uzbekistan,67.1,Europe & Central Asia,Lower middle income,1.47,35.9,0.2,25,11,24.99438738
2001,Uzbekistan,67.4,Europe & Central Asia,Lower middle income,1.53,35.3,0.2,22,10.7,43.66385568
2000,Uzbekistan,67.1,Europe & Central Asia,Lower middle income,1.6,34.8,0.1,80,10.6,48.50941741
2014,Vanuatu,71.7,East Asia & Pacific,Lower middle income,0.01,52.5,0.1,10,10.8,564.8167043
2013,Vanuatu,71.6,East Asia & Pacific,Lower middle income,0.01,51.7,0.1,0,10.8,447.545645
2012,Vanuatu,71.4,East Asia & Pacific,Lower middle income,0.01,5.8,0.1,0,10.8,427.9885222
2011,Vanuatu,71.2,East Asia & Pacific,Lower middle income,0.85,49.9,0.1,0,10.8,457.9731742
2010,Vanuatu,71,East Asia & Pacific,Lower middle income,0.91,49.1,0.1,0,10.8,471.8626525
2009,Vanuatu,78,East Asia & Pacific,Lower middle income,0.83,48.2,0.1,0,10.7,361.0940984
2004,Vanuatu,69.6,East Asia & Pacific,Lower middle income,0.85,44.1,0.1,0,10.7,334.1673373
2007,Vanuatu,73,East Asia & Pacific,Lower middle income,1.01,46.6,0.1,0,10.7,342.4908556
2008,Vanuatu,75,East Asia & Pacific,Lower middle income,1.18,47.4,0.1,0,10.7,345.339056
2005,Vanuatu,69.9,East Asia & Pacific,Lower middle income,0.88,44.9,0.1,3,10.6,337.2942846
2006,Vanuatu,71,East Asia & Pacific,Lower middle income,1,45.7,0.1,0,10.6,43.19780767
2003,Vanuatu,69.4,East Asia & Pacific,Lower middle income,1.2,43.3,0.1,165,10.4,27.29839073
2002,Vanuatu,69.3,East Asia & Pacific,Lower middle income,1.24,42.6,0.1,101,10.2,171.1373611
2001,Vanuatu,69.1,East Asia & Pacific,Lower middle income,0.91,41.9,0.1,7,10.1,163.105292
2000,Vanuatu,69,East Asia & Pacific,Lower middle income,1.21,41.1,0.1,9,9.6,21.90075232
2014,Venezuela,73.9,Latin America & Caribbean,Upper middle income,6.47,61.5,0.1,0,14.2,0
2013,Venezuela,73.8,Latin America & Caribbean,Upper middle income,6.71,61,0.1,0,14.2,0
2012,Venezuela,73.7,Latin America & Caribbean,Upper middle income,6.7,6.4,0.1,1,14.1,0
2011,Venezuela,73.8,Latin America & Caribbean,Upper middle income,6.74,59.9,0.1,0,14.1,0
2010,Venezuela,73.7,Latin America & Caribbean,Upper middle income,7.22,59.3,0.1,0,14,0
2009,Venezuela,73.6,Latin America & Caribbean,Upper middle income,7.59,58.8,0.1,0,14,0
2008,Venezuela,73.2,Latin America & Caribbean,Upper middle income,8.18,58.2,0.1,0,13.4,0
2007,Venezuela,73.4,Latin America & Caribbean,Upper middle income,8.7,57.6,0.1,32,12.9,0
2006,Venezuela,73.6,Latin America & Caribbean,Upper middle income,8.27,57.1,0.1,78,12.4,0
2005,Venezuela,73.6,Latin America & Caribbean,Upper middle income,7.92,56.5,0.1,0,11.8,0
2003,Venezuela,72.4,Latin America & Caribbean,Upper middle income,6.3,55.3,0.1,0,11.6,0
2004,Venezuela,73.3,Latin America & Caribbean,Upper middle income,7.55,55.9,0.1,0,11.6,0
2002,Venezuela,73.1,Latin America & Caribbean,Upper middle income,6.89,54.7,0.1,2392,11,0
2000,Venezuela,72.5,Latin America & Caribbean,Upper middle income,8.01,53.4,0.1,22,10.6,0
2001,Venezuela,72.5,Latin America & Caribbean,Upper middle income,8.05,54.1,0.1,115,10.4,0
2014,Vietnam,75.9,East Asia & Pacific,Lower middle income,4.09,16.7,0.1,15033,12.5,0
2013,Vietnam,75.7,East Asia & Pacific,Lower middle income,4,16,0.1,1123,12.3,0
2012,Vietnam,75.6,East Asia & Pacific,Lower middle income,4.12,15.3,0.1,578,12.2,0
2011,Vietnam,75.4,East Asia & Pacific,Lower middle income,3.94,14.7,0.1,750,12,0
2010,Vietnam,75.2,East Asia & Pacific,Lower middle income,3.93,14,0.1,2809,11.9,0
2009,Vietnam,75,East Asia & Pacific,Lower middle income,3.86,13.4,0.1,6582,11.7,0
2008,Vietnam,74.9,East Asia & Pacific,Lower middle income,3.58,12.9,0.2,352,11.6,0
2007,Vietnam,74.7,East Asia & Pacific,Lower middle income,3.01,12.3,0.2,17,11.4,0
2006,Vietnam,74.6,East Asia & Pacific,Lower middle income,2.56,11.8,0.2,1978,11.3,0
2005,Vietnam,74.4,East Asia & Pacific,Lower middle income,2.7,11.3,0.2,410,11.1,0
2004,Vietnam,74.2,East Asia & Pacific,Lower middle income,2.86,1.9,0.2,217,11,0
2003,Vietnam,74,East Asia & Pacific,Lower middle income,2.19,1.4,0.2,2297,10.9,0
2002,Vietnam,73.8,East Asia & Pacific,Lower middle income,2.03,1,0.2,6755,10.7,0
2001,Vietnam,73.6,East Asia & Pacific,Lower middle income,1.84,9.6,0.1,12058,10.6,0
2000,Vietnam,73.4,East Asia & Pacific,Lower middle income,1.6,9.2,0.1,16512,10.4,0
2014,Yemen,65.4,Middle East & North Africa,Low income,0.01,4.4,0.1,815,9,0
2013,Yemen,65.4,Middle East & North Africa,Low income,0.04,39.6,0.1,400,9,0
2012,Yemen,64.7,Middle East & North Africa,Low income,0.04,38.7,0.1,2177,9,0
2006,Yemen,63,Middle East & North Africa,Low income,0.04,34.5,0.1,8079,8.7,0
2011,Yemen,64.6,Middle East & North Africa,Low income,0.04,37.9,0.1,2676,8.6,0
2005,Yemen,62.6,Middle East & North Africa,Low income,0.04,33.9,0.1,6285,8.6,0
2007,Yemen,63.4,Middle East & North Africa,Low income,0.05,35.1,0.1,13,8.6,0
2008,Yemen,63.8,Middle East & North Africa,Low income,0.04,35.7,0.1,7,8.5,0
2010,Yemen,64.4,Middle East & North Africa,Low income,0.06,37.2,0.1,510,8.5,0
2009,Yemen,64.1,Middle East & North Africa,Low income,0.03,36.4,0.1,130,8.4,0
2004,Yemen,62.2,Middle East & North Africa,Low income,0.06,33.3,0.1,12708,8.4,0
2003,Yemen,61.9,Middle East & North Africa,Low income,0.04,32.7,0.1,8536,8.2,0
2002,Yemen,61.5,Middle East & North Africa,Low income,0.07,32.2,0.1,890,8,0
2001,Yemen,61.1,Middle East & North Africa,Low income,0.08,31.7,0.1,485,7.9,0
2000,Yemen,68,Middle East & North Africa,Low income,0.07,31.2,0.1,0,7.7,0
2014,Zambia,61.1,Sub-Saharan Africa,Lower middle income,0.01,22.8,4.3,9,12.5,196.6675768
2013,Zambia,63,Sub-Saharan Africa,Lower middle income,2.41,22.3,4.8,35,12.5,20.62306285
2012,Zambia,59.2,Sub-Saharan Africa,Lower middle income,2.59,21.7,5.6,896,12.3,196.9152496
2011,Zambia,58.2,Sub-Saharan Africa,Lower middle income,2.57,21.2,6.3,13234,12,183.0461695
2010,Zambia,58,Sub-Saharan Africa,Lower middle income,2.47,2.7,6.8,15754,11.8,184.3649102
2009,Zambia,57.4,Sub-Saharan Africa,Lower middle income,2.3,2.2,9.1,26,11.6,143.8698873
2008,Zambia,55.7,Sub-Saharan Africa,Lower middle income,2.12,19.7,11.9,140,11.4,153.6783754
2007,Zambia,52.6,Sub-Saharan Africa,Lower middle income,2.08,19.2,13.6,535,11.1,10.85148218
2006,Zambia,58,Sub-Saharan Africa,Lower middle income,2.25,18.8,15.9,459,10.9,1.860003739
2005,Zambia,49.3,Sub-Saharan Africa,Lower middle income,2.33,18.4,17,45,10.7,121.879331
2004,Zambia,47.9,Sub-Saharan Africa,Lower middle income,2.46,18,17.6,35,10.5,8.369851529
2003,Zambia,46.4,Sub-Saharan Africa,Lower middle income,2.33,17.6,18.2,881,10.2,65.78997404
2002,Zambia,45.5,Sub-Saharan Africa,Lower middle income,2.44,17.3,18.4,25036,10,54.04348047
2001,Zambia,44.6,Sub-Saharan Africa,Lower middle income,2.61,17.1,18.6,16997,9.8,46.83027463
2000,Zambia,43.8,Sub-Saharan Africa,Lower middle income,2.62,16.8,18.7,30930,9.6,45.61688038
2013,Zimbabwe,58,Sub-Saharan Africa,Lower middle income,6.39,3.8,6.8,0,10.4,10.66670728
2014,Zimbabwe,59.2,Sub-Saharan Africa,Lower middle income,6.5,31.3,6.3,0,10.3,10.82259524
2011,Zimbabwe,54.9,Sub-Saharan Africa,Lower middle income,6,29.9,13.3,0,10.1,63.75053034
2002,Zimbabwe,44.8,Sub-Saharan Africa,Lower middle income,4.43,26.3,39.8,304,10,0
2010,Zimbabwe,52.4,Sub-Saharan Africa,Lower middle income,5.21,29.4,15.7,9696,10,53.30858081
2009,Zimbabwe,50,Sub-Saharan Africa,Lower middle income,4.64,29,18.1,853,9.9,1.040021112
2000,Zimbabwe,46,Sub-Saharan Africa,Lower middle income,1.68,25.5,43.5,1483,9.8,0
2001,Zimbabwe,45.3,Sub-Saharan Africa,Lower middle income,1.72,25.9,42.1,529,9.8,0
2012,Zimbabwe,56.6,Sub-Saharan Africa,Lower middle income,6.09,3.3,8.8,0,9.8,92.60233636
2008,Zimbabwe,48.2,Sub-Saharan Africa,Lower middle income,3.56,28.6,20.5,0,9.7,20.84342867
2007,Zimbabwe,46.6,Sub-Saharan Africa,Lower middle income,3.88,28.2,23.7,242,9.6,29.81456607
